Name,Address,State,County,Phone,Email,Website,Category,Facility_Type,Feedstock,Latitude,Longitude,NAICS_Code,Hours,Accepts_Dropoff,Fee_Structure,Fee_Details,Offers_Payment,Payment_Details
Monticello Transfer & Recycle Center,"1466 Old Warren, Monticello, AR, Arkansas",Arkansas,,(870) 367-4407,,,Municipal Recycling,Public Drop-off Center,Car and truck tires,33.6068713,-91.83815349999999,562920,Mon-Fri 7am-4:30pm; 1st & 3rd Saturday 8am-4pm,Yes,Free,Free for residents,No,
Grant County SW,"1706 S. Rose, Sheridan, AR, Arkansas",Arkansas,,(870) 942-2740,,,Municipal Recycling,Public Drop-off Center,everything non-tax (NO PLASTICS),34.2938901,-92.4220003,562920,Tues-Fri 7am-4:30pm; Sat & Mon 7am-3pm,Yes,Free,Free for residents,No,
"Sheridan Street Dept, Yard Waste Services","1706 S. Row Street, Sheridan, AR, Arkansas",Arkansas,,(870) 942-2740,,,Municipal Recycling,Public Drop-off Center,"Solid Waste, Household waste, demolition (NO PLASTICS)",34.3068334,-92.39914089999999,562920,Tues-Fri 7am-4:30pm; Sat & Mon 7am-3pm,Yes,Free,Free for residents,No,
City of White Hall,"900 Turner Street, White Hall, AR, Arkansas",Arkansas,,(870) 247-2399,,,Municipal Recycling,Public Drop-off Center,"Curbside service, limbs and leaves",34.2756744,-92.0826536,562920,Mon-Fri 8am-4:30pm,Yes,Free,Free for residents,No,
Pine Bluff Drive Thru Recycling Facility,"1800 E. Harding Ave., Pine Bluff, AR, Arkansas",Arkansas,,(870) 850-0235,,,Municipal Recycling,Public Drop-off Center,"Paper, cardboard, plastic, e-waste, glass, household waste",34.2120044,-91.9826831,562920,Mon-Fri 8am-4:00pm,Yes,Free,Free for residents,No,
Lincoln County Road Shop,"30298 State Highway 11 S, Star City, AR 71667, Arkansas",Arkansas,,(870) 628-4340,,,Municipal Recycling,Public Drop-off Center,"Paper, Cardboard, Plastics, Glass, Aluminum",33.9188221,-91.8674103,562920,,Yes,Free,Free for residents,No,
Recycle Saline,"520 Edison Ave, Benton, AR 72015, Arkansas",Arkansas,,(501) 776-2533,,https://www.recyclesaline.org/,Municipal Recycling,Public Drop-off Center,Cardboard; Plastics 1 & 2 only,34.557827,-92.58124540000001,562920,Tuesday & Thursday Only 9 a.m. to 3 p.m.,Yes,Free,Free for residents,No,
Fayetteville Recycling Drop-off (Happy Hollow),"1420 S. Happy Hollow Road, Fayetteville, AR, Arkansas",Arkansas,,,,https://nwarecycles.org/cities/fayetteville/,Municipal Recycling,Public Drop-off Center,"Plastic bottles and jugs (#1 and #2 plastics), cans, paper and cardboard, glass jars and bottles",36.0478231,-94.13551369999999,562920,Open 24-7,Yes,Free,Free for residents,No,
Fayetteville Recycling Drop-off (North Street),"735 W. North Street, Fayetteville, AR, Arkansas",Arkansas,,,,https://nwarecycles.org/cities/fayetteville/,Municipal Recycling,Public Drop-off Center,"Plastic bottles and jugs (#1 and #2 plastics), cans, paper and cardboard, glass jars and bottles",36.0770991,-94.16944409999999,562920,Open 24-7,Yes,Free,Free for residents,No,
Fayetteville Compost Facility,"1708 S. Armstrong Ave., Fayetteville, AR, Arkansas",Arkansas,,,,https://nwarecycles.org/cities/fayetteville/,Municipal Recycling,Public Drop-off Center,"Food scraps, Yard waste",36.0456499,-94.1353716,562920,Tuesday and Thursday 8AM-3PM; April – October: 8AM to 12PM The 1st and 2nd Saturday of the month; November – March: 8AM to 12PM The 1st Saturday of the month.,Yes,Free,Free for residents,No,
Boston Mountain Solid Waste District Trailer,"South Happy Hollow Road and East 15th Street, Fayetteville, AR, Arkansas",Arkansas,,,,https://nwarecycles.org/cities/fayetteville/,Municipal Recycling,Public Drop-off Center,"Cleaners, Batteries and Other Household Hazardous Waste",36.0505208,-94.136096,562920,Every Thursday 8 a.m. – 1 p.m.,Yes,Free,Free for residents,No,
Benton County Solid Waste District (Centerton),"5702 Brookside Rd, Centerton, AR, Arkansas",Arkansas,,(479) 795-0751,,https://www.bentoncountyrecycles.org/,Municipal Recycling,Public Drop-off Center,"Furniture, Appliances, Electronics, Metal Items, Tires and Household Hazardous Materials",36.340824,-94.27789010000001,562920,Tuesday - Saturday 8:00 a.m. to 11:00 a.m. & 12:00 p.m. to 3:00 p.m.,Yes,Free,Free for residents,No,
Benton County Solid Waste District (Rogers),"2307 N Arkansas St, Rogers, AR, Arkansas",Arkansas,,(479) 795-0751,,https://www.bentoncountyrecycles.org/,Municipal Recycling,Public Drop-off Center,"Furniture, Appliances, Electronics, Metal Items, Tires and Household Hazardous Materials",36.3543448,-94.11055979999999,562920,Tuesday - Friday 2nd & 4th Saturdays 8:00 a.m. to 11:00 a.m. & 12:00 p.m. to 3:00 p.m.,Yes,Free,Free for residents,No,
Benton County Solid Waste District (Siloam Springs),"1108 E Ashley St, Siloam Springs, AR, Arkansas",Arkansas,,(479) 795-0751,,https://www.bentoncountyrecycles.org/,Municipal Recycling,Public Drop-off Center,"Furniture, Appliances, Electronics, Metal Items, Tires and Household Hazardous Materials",36.1853466,-94.5292602,562920,1st and 3rd Saturdays 8:00 a.m. to 12:00 p.m.,Yes,Free,Free for residents,No,
Missouri Valley Recycling Center,"840 N Crawford Road, Vermillion, SD 57069, South Dakota",South Dakota,,(605) 677-7076,,https://www.vermillion.us/216/Missouri-Valley-Recycling-Center,Municipal Recycling,Public Drop-off Center,"Aluminum Cans, Books, Catalogs, Computer, Corrugated Cardboard, Glass, Lightweight Press Board, Magazines, Mixed Office, Newspaper, Pastel Paper (Includes Junk Mail and Window Envelopes), Phone Books, Plastic #1 & #2, Scrap Metals (Clean Aluminum, Brass, Copper), Shred Office Paper, Slicks, Tin Cans, White Paper",42.7886925,-96.90719449999999,562920,"Monday - Friday 8 a.m. - 4:30 p.m., First and Third Saturdays of each month 9 a.m. - 12:00 p.m. (Noon)",Yes,Free,Free for residents,No,
City of Beresford Recycling Center,"102 W Oak St, Beresford, SD 57004, South Dakota",South Dakota,,,,https://www.beresfordsd.com/utilities/recycling/,Municipal Recycling,Public Drop-off Center,"Plastics #1 and #2, paper, newspapers, books, cardboard, aluminum, and tin cans.",43.07963,-96.77451180000001,562920,,Yes,Free,Free for residents,No,
City of Mitchell Landfill Drop-Off,"41176 257th Street, Mitchell, SD 57301, South Dakota",South Dakota,,(605) 995-8465,,https://www.cityofmitchell.org/285/Landfill,Municipal Recycling,Public Drop-off Center,"Paper and cardboard, plastic bottles, tubs, and jugs; metal cans, and glass bottles and jars.",43.6602257,-97.969432,562920,"Monday-Friday 7:30am-4:30pm, Saturday 8am-12pm",Yes,Free,Free for residents,No,
Freeman Recycling Center,"109 S Cedar St, Freeman, SD 57029, South Dakota",South Dakota,,,,,Municipal Recycling,Public Drop-off Center,"Corrugated cardboard, mixed papers, newspapers, magazines, phone books, plastics #1 and #2, aluminum, tin/steel cans, and glass.",43.3533578,-97.4408659,562920,,Yes,Free,Free for residents,No,
City of Winner Recycling Center,"31718 278th St, Winner, SD 57580, South Dakota",South Dakota,,(605) 842-2606,,https://www.winnersd.gov/recycling-information/,Municipal Recycling,Public Drop-off Center,"Newsprint/magazines, white & colored paper, cardboard/boxboard, aluminum cans, and steel cans.",43.372557,-99.827353,562920,,Yes,Free,Free for residents,No,
WeGo Bellevue Park and Ride,"7650 Coley Davis Rd, Nashville, TN 37221, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.079843,-86.9552298,562920,"Daily, Open 24 hrs.",Yes,Free,Free for residents,No,
William Whitfield Park,"5150 Edmondson Pk, Nashville, TN 37211, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.061979,-86.73977599999999,562920,"Saturday, 9 a.m. to noon",Yes,Free,Free for residents,No,
Hillsboro High School,"3812 Hillsboro Pk, Nashville, TN 37215, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.1061223,-86.81010859999999,562920,"Daily, 8 a.m. to 6 p.m. (closes at 5 p.m. in the Winter)",Yes,Free,Free for residents,No,
Joelton Middle School,"3500 Old Clarksville Pk, Joelton, TN 37080, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.3139639,-86.86625839999999,562920,"Daily, Open 24 hrs.",Yes,Free,Free for residents,No,
Lakewood City Hall,"3401 Old Hickory Blvd, Old Hickory, TN 37138, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.2428221,-86.636022,562920,"Daily, Open 24 hrs.",Yes,Free,Free for residents,No,
McGavock High School,"3150 McGavock Pk, Nashville, TN 37214, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.1857889,-86.678066,562920,"Daily, Open 24 hrs.",Yes,Free,Free for residents,No,
Whites Creek High School,"7277 Old Hickory Blvd, Whites Creek, TN 37189, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.2773586,-86.8184205,562920,"Daily, Open 24 hrs.",Yes,Free,Free for residents,No,
Anderson Lane Convenience Center,"939A Anderson Ln, Madison, TN 37115, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.2732495,-86.68629140000002,562920,Tuesday to Saturday 8:30 a.m. to 4:30 p.m.,Yes,Free,Free for residents,No,
East Convenience Center,"943A Doctor Richard G. Adams Dr, Nashville, TN 37207, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.206061,-86.7461222,562920,Tuesday to Saturday 8:30 a.m. to 4:30 p.m.,Yes,Free,Free for residents,No,
Ezell Pike Convenience Center,"3254 Ezell Pk, Nashville, TN 37211, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.0860024,-86.6849309,562920,Tuesday to Saturday 8:30 a.m. to 4:30 p.m.,Yes,Free,Free for residents,No,
Omohundro Convenience Center,"1019 Omohundro Pl, Nashville, TN 37210, Tennessee",Tennessee,,Not available,,https://www.nashville.gov/departments/waste-services/convenience-centers/hours-and-locations,Municipal Recycling,Public Drop-off Center,Not specified,36.1557849,-86.7391327,562920,Tuesday to Saturday 8:30 a.m. to 4:30 p.m.,Yes,Free,Free for residents,No,
Blount County Recycle Center,"331 Levi Street, Maryville, TN 37804, Tennessee",Tennessee,,Not available,,https://www.blounttn.gov/2026/Recycling,Municipal Recycling,Public Drop-off Center,"Not specified, but they do NOT accept Electronics, Mirrors, Styrofoam or household trash. They now accept glass.",35.7957421,-83.9529263,562920,"Tuesdays, Wednesdays, Thursdays and Saturdays from 8:00am - 4:30pm",Yes,Free,Free for residents,No,
5955 Brainerd Road,"5955 Brainerd Road, Chattanooga, TN, Tennessee",Tennessee,,Not available,,https://chattanooga.gov/services/waste-recycling/recycling,Municipal Recycling,Public Drop-off Center,"Aluminum cans, Cardboard, Computer electronics, Glass, Mixed paper, Newspaper, Plastic containers number 1&2, Steel cans, Cooking oil (Not at Batters Place Rd)",35.0176017,-85.2077292,562920,"Monday - Friday 10:00 a.m. - 6:00 p.m., Saturday 9:00 a.m. - 6:00 p.m., Sunday 1:00 p.m. - 5:00 p.m.",Yes,Free,Free for residents,No,
1250 E. 3rd Street,"1250 E. 3rd Street, Chattanooga, TN, Tennessee",Tennessee,,Not available,,https://chattanooga.gov/services/waste-recycling/recycling,Municipal Recycling,Public Drop-off Center,"Aluminum cans, Cardboard, Computer electronics, Glass, Mixed paper, Newspaper, Plastic containers number 1&2, Steel cans, Cooking oil (Not at Batters Place Rd)",35.0440914,-85.28137129999999,562920,"Monday - Friday 10:00 a.m. - 6:00 p.m., Saturday 9:00 a.m. - 6:00 p.m., Sunday 1:00 p.m. - 5:00 p.m.",Yes,Free,Free for residents,No,
3189 Cummings Hwy,"3189 Cummings Hwy, Chattanooga, TN, Tennessee",Tennessee,,Not available,,https://chattanooga.gov/services/waste-recycling/recycling,Municipal Recycling,Public Drop-off Center,"Aluminum cans, Cardboard, Computer electronics, Glass, Mixed paper, Newspaper, Plastic containers number 1&2, Steel cans, Cooking oil (Not at Batters Place Rd)",35.0201875,-85.3699656,562920,"Monday - Friday 10:00 a.m. - 6:00 p.m., Saturday 9:00 a.m. - 6:00 p.m., Sunday 1:00 p.m. - 5:00 p.m.",Yes,Free,Free for residents,No,
8004 Batters Place Road,"8004 Batters Place Road, Chattanooga, TN, Tennessee",Tennessee,,Not available,,https://chattanooga.gov/services/waste-recycling/recycling,Municipal Recycling,Public Drop-off Center,"Aluminum cans, Cardboard, Computer electronics, Glass, Mixed paper, Newspaper, Plastic containers number 1&2, Steel cans, Cooking oil (Not at Batters Place Rd)",35.0237642,-85.1370733,562920,"Monday - Friday 10:00 a.m. - 6:00 p.m., Saturday 9:00 a.m. - 6:00 p.m., Sunday 1:00 p.m. - 5:00 p.m.",Yes,Free,Free for residents,No,
4504 N. Access Road,"4504 N. Access Road, Chattanooga, TN, Tennessee",Tennessee,,Not available,,https://chattanooga.gov/services/waste-recycling/recycling,Municipal Recycling,Public Drop-off Center,"Aluminum cans, Cardboard, Computer electronics, Glass, Mixed paper, Newspaper, Plastic containers number 1&2, Steel cans, Cooking oil (Not at Batters Place Rd)",35.1084171,-85.24801339999999,562920,"Monday - Friday 10:00 a.m. - 6:00 p.m., Saturday 9:00 a.m. - 6:00 p.m., Sunday 1:00 p.m. - 5:00 p.m.",Yes,Free,Free for residents,No,
Recycle and Reuse Drop-off Center,"2514 Business Center Dr, Austin, Texas, 78744",Texas,,(512) 974-4343,,https://www.austintexas.gov/dropoff,Municipal Recycling,Public Drop-off Center,"Not specified on this page, need to use the 'What Do I Do With?...' tool.",30.2136445,-97.7377661,562920,By appointment only,Yes,Free,Free for residents,No,
Neighborhood Depository & Recycle Center - North,"9003 N Main, Houston, Texas, 77022",Texas,,311 or 713.837.0311,,https://www.houstontx.gov/solidwaste/dropoff.html,Municipal Recycling,Public Drop-off Center,Not specified on this page,29.82952229999999,-95.39844420000001,562920,Not specified on this page,Yes,Free,Free for residents,No,
Neighborhood Depository & Recycle Center - Northwest,"14400 Sommermeyer, Houston, Texas, 77041",Texas,,311 or 713.837.0311,,https://www.houstontx.gov/solidwaste/dropoff.html,Municipal Recycling,Public Drop-off Center,Not specified on this page,29.8549147,-95.5384337,562920,Not specified on this page,Yes,Free,Free for residents,No,
Neighborhood Depository & Recycle Center - Northeast,"5565 Kirkpatrick, Houston, Texas, 77028",Texas,,311 or 713.837.0311,,https://www.houstontx.gov/solidwaste/dropoff.html,Municipal Recycling,Public Drop-off Center,Not specified on this page,29.80772619999999,-95.2928647,562920,Not specified on this page,Yes,Free,Free for residents,No,
Neighborhood Depository & Recycle Center - Southeast,"2240 Central Street, Houston, Texas, 77017",Texas,,311 or 713.837.0311,,https://www.houstontx.gov/solidwaste/dropoff.html,Municipal Recycling,Public Drop-off Center,Not specified on this page,29.70227899999999,-95.2695865,562920,Not specified on this page,Yes,Free,Free for residents,No,
Neighborhood Depository & Recycle Center - South,"5100 Sunbeam, Houston, Texas, 77033",Texas,,311 or 713.837.0311,,https://www.houstontx.gov/solidwaste/dropoff.html,Municipal Recycling,Public Drop-off Center,Not specified on this page,29.6505294,-95.3490454,562920,Not specified on this page,Yes,Free,Free for residents,No,
Neighborhood Depository & Recycle Center - Southwest,"10785 SW Freeway, Houston, Texas, 77074",Texas,,311 or 713.837.0311,,https://www.houstontx.gov/solidwaste/dropoff.html,Municipal Recycling,Public Drop-off Center,Not specified on this page,29.6614834,-95.55366819999999,562920,Not specified on this page,Yes,Free,Free for residents,No,
Recommunity Recycling Center,"1949 Hormel Drive, San Antonio, Texas, 78219",Texas,,(210) 625-3637,,https://www.reworkssa.org/Toolkit/Recycling-Drop-Off-Locations,Municipal Recycling,Public Drop-off Center,"newspaper, envelopes, junk mail, phone books, brochures, magazines, aluminum/metal cans, food cans, ream wrappers, file folders, poster board, frozen food boxes, milk cartons, glass, plastic water bottles, plastic take-out containers, plastic soda bottles, cardboard, milk jugs and aluminum cans.",29.4489196,-98.43398119999999,562920,"Monday – Friday: 7 am - 5 pm, Saturday and Sunday: Closed",Yes,Free,Free for residents,No,
Downtown Recycling Center,"418 N. Bois D'Arc, Tyler, Texas, 75702",Texas,,(903) 531-1388,,https://www.cityoftyler.org/government/departments/solid-waste/recycling/downtown-recycling-center,Municipal Recycling,Public Drop-off Center,"Not specified on this page, need to click on 'Accepted Items'",32.3543574,-95.3031785,562920,"Monday through Friday: 8 a.m. to 4 p.m., Saturday: 8 a.m. to noon., Sunday: Closed",Yes,Free,Free for residents,No,
Salt Lake Valley Landfill,"6030 W California Ave, Salt Lake City, UT, Utah",Utah,,(385) 468-6370,,https://www.slc.gov/sustainability/waste-management/recycling-drop-off-locations/,Municipal Recycling,Public Drop-off Center,"Plastic Containers, Metal & Aluminum Cans, Cardboard, Glass",40.7402564,-112.0346865,562920,Mon. - Sat. (7 am - 5 pm),Yes,Free,Free for residents,No,
Logan City Hall,"200 N Main, Logan, UT 84321, Utah",Utah,,,,https://www.loganutah.gov/government/departments/environmental/recycling_drop_sites.php,Municipal Recycling,Public Drop-off Center,Glass,41.735125,-111.8345332,562920,,Yes,Free,Free for residents,No,
Davis Landfill Reuse Center,"1997 East 3500 North, Layton, UT 84040, Utah",Utah,,(801) 614-5600,,https://www.wasatchintegrated.gov/recycling/,Municipal Recycling,Public Drop-off Center,"Aluminum & Steel Cans, Plastic Bottles & Containers, Paper & Cardboard, Glass, Electronics, Batteries, Clothing",41.1098823,-111.9341439,562920,Mon-Sat 7am-5pm,Yes,Free,Free for residents,No,
Washington County Binnie - Apple Valley,"Mailboxes, Apple Valley Fire Station, Apple Valley, UT, Utah",Utah,,,,https://www.washcosolidwasteut.gov/recycling,Municipal Recycling,Public Drop-off Center,"Paper, Plastic, Metal, Glass",37.1049067,-113.1415111,562920,24/7,Yes,Free,Free for residents,No,
Washington County Binnie - Hurricane,"400 South 700 West, Hurricane, UT, Utah",Utah,,,,https://www.washcosolidwasteut.gov/recycling,Municipal Recycling,Public Drop-off Center,"Paper, Plastic, Metal, Glass",37.1712267,-113.3008252,562920,24/7,Yes,Free,Free for residents,No,
Washington County Binnie - St. George,"NW Corner of DXACT Parking Lot, Utah Tech University, St. George, UT, Utah",Utah,,,,https://www.washcosolidwasteut.gov/recycling,Municipal Recycling,Public Drop-off Center,"Paper, Plastic, Metal",37.1028759,-113.56541,562920,24/7,Yes,Free,Free for residents,No,
Recycle Utah,"1951 Woodbine Way, Park City, UT 84068, Utah",Utah,,(435) 649-9698,,https://recycleutah.org/,Municipal Recycling,Public Drop-off Center,"Acrylic CD cases, Aluminum Cans, American Flags, Batteries, Bike tires and inner tubes, Bras, Brita filters, Cables, chargers, and electrical wires, Cardboard, CDs/DVDs, Cell phones, iPads, Kindles, iPods, and other small screened electronics, CFL light bulbs, Corks, Cooking oil, Electronics, Eyeglasses, Fluorescent light tubes, Food waste, Glass, Metal, Oral care products, Pallets, Paper, Planter pots, Plastics, Printer cartridges, Skis and snowboards, Ski wax, Snack wrappers, Sneakers, Styrofoam (EPS), Thermometers and thermostats",40.660743,-111.503046,562920,Mon-Sat: 8:00am - 5:30pm,Yes,Free,Free for residents,No,
South Utah Valley Solid Waste District,"518 West 3450 North, Spanish Fork, UT 84660, Utah",Utah,,(801) 489-3027,,https://www.suvswd.org/,Municipal Recycling,Public Drop-off Center,"Cardboard, Paper, Food Boxes, Aluminum Cans, Steel Cans, Plastic Containers",40.1540568,-111.6630843,562920,Mon-Sat 7am-6pm,Yes,Free,Free for residents,No,
Addison County District Transfer Station,"1223 Route 7 South, Vermont",Vermont,,Middlebury,,VT 05753,Municipal Recycling,Public Drop-off Center,https://www.addisoncountyrecycles.org/about/us/hours-locations,44.4379268,-73.2103141,562920,(802) 388-2333,Yes,Free,Free for residents,No,
Bennington Transfer Station,"904 Houghton Lane, Vermont",Vermont,,Bennington,,VT 05201,Municipal Recycling,Public Drop-off Center,https://www.casella.com/locations/transfer-stations/bennington-vt-transfer/,42.9194756,-73.195826,562920,(800) 499-4370,Yes,Free,Free for residents,No,
Wilson Depot,"""109 Pitman Rd, Vermont",Vermont,,Barre,,"VT 05641""",Municipal Recycling,Public Drop-off Center,"""https://www.cvswmd.org/find-a-transfer-station.html""",44.170938,-72.4803613,562920,"""802-438-2151""",Yes,Free,Free for residents,No,
Fairlee Transfer Station,"""Dump Rd, Vermont",Vermont,,Fairlee,,"VT 05045""",Municipal Recycling,Public Drop-off Center,"""https://www.cvswmd.org/find-a-transfer-station.html""",44.5604588,-72.4763545,562920,"""802-333-4363""",Yes,Free,Free for residents,No,
All Metals Recycling,"""81 M Rte. 15, Vermont",Vermont,,Hardwick,,"VT 05843""",Municipal Recycling,Public Drop-off Center,"""https://www.cvswmd.org/find-a-transfer-station.html""",44.504827,-73.14227699999999,562920,"""802-472-5100""",Yes,Free,Free for residents,No,
CSWD Drop-Off Center in Burlington,"339 Pine St., Burlington, VT 05401, Vermont",Vermont,,(802) 872-8100,,https://cswd.net/cswd-location/cswd-drop-off-center-in-burlington/,Municipal Recycling,Public Drop-off Center,"Blue-Bin Recycling, Food Scraps, Ballasts, Thermostats & other Mercury-Containing Devices, Batteries (Household & Lead Acid), Books, Cell Phones, Clothing & Textiles, Fluorescent Bulbs, Propane Tanks (20 lbs or less), Scrap Metal – small items only, Shredded Paper, Bagged Household Trash",44.470324,-73.2163812,562920,Tues. - Sat.: 8 a.m. to 3:30 p.m.,Yes,Free,Free for residents,No,
Craftsbury Town Garage,"40 Creek Road, Craftsbury, VT 05826, Vermont",Vermont,,,,https://www.lrswmd.org/hours-and-locations,Municipal Recycling,Public Drop-off Center,"Trash, Food Scraps, Mixed Recyclables (aluminum + steel containers, glass bottles and jars, plastic containers, cardboard, mixed paper), Plastic Films (clean & dry), Batteries - Household, Cell phones, Ink Cartridges, Light Bulbs/Ballasts, Thermostats & Thermometers",44.6363721,-72.3728193,562920,"Sat., 9:00 am- 1:00 pm",Yes,Free,Free for residents,No,
Londonderry Transfer Station,"7060 Rte. 100, Londonderry, VT 05148, Vermont",Vermont,,(802) 824-5506,,https://www.londonderryvt.gov/departments/transfer_station/index.php,Municipal Recycling,Public Drop-off Center,"Trash, Recyclables, Food Scraps, Construction and Demolition Waste, Leaf and Yard Waste",43.24181050000001,-72.7954967,562920,"Daily 12pm-3pm, Closed Wednesdays",Yes,Free,Free for residents,No,
Earthwise Transfer Station,"6911 Main Street, Route 100, Waitsfield, VT 05673, Vermont",Vermont,,(802) 496-6394,,https://www.madriverrma.org/a-z-guide.html,Municipal Recycling,Public Drop-off Center,"Antifreeze, Appliances, Asphalt Shingles, Batteries, Cardboard, Catalogs, Cell Phones, Clothing, Construction and Demolition Debris, Crank Case Oil, Drywall, Electronics, Fire Extinguishers, Fireworks, Explosives, Fluorescent Bulbs, Lamps, Tubes; Compact Fluorescent Lamps (CFLs), Food Scraps, Food Shelves, Gasoline, Glass Bottles & Jars, Household Hazardous Waste, Leaf, Yard & Clean Wood, Medical Waste, ​Mercury Containing Devices, Neon Signs, Oil - Used or waste oil, waste oil filters, Packing Peanuts",44.1488592,-72.8395226,562920,Not available,Yes,Free,Free for residents,No,
Quincy Park Recycling Drop-Off Center,"N Quincy St & Washington Blvd, Arlington, Virginia, 22201",Virginia,,(703) 228-5000,,https://www.arlingtonva.us/Government/Programs/Recycling-and-Trash/Locations/Quincy-Park-Recycling-Drop-Off-Center,Municipal Recycling,Public Drop-off Center,"Aluminum cans, Cardboard, Glass (bottles and jars), Metal cans, Mixed paper, Plastics",38.8860519,-77.1081901,562920,Open daily from dawn to 11pm,Yes,Free,Free for residents,No,
Charles City Road Public Use Area,"2075 Charles City Road, Henrico, Virginia, 23231",Virginia,,(804) 727-8770,,https://henrico.gov/locations/charles-city-road-public-use-area-east/,Municipal Recycling,Public Drop-off Center,"Household trash, recyclables, yard waste, automotive batteries, propane tanks, used motor oil, antifreeze, oil-based paint, tires",37.5123181,-77.3701547,562920,Open Everyday 7:30 a.m. - 7:00 p.m.,Yes,Free,Free for residents,No,
Springfield Road Public Use Area,"10600 Fords Country Lane, Glen Allen, Virginia, 23059",Virginia,,(804) 727-8770,,https://henrico.gov/locations/springfield-public-use-area/,Municipal Recycling,Public Drop-off Center,"Household trash, recyclables, yard waste, automotive batteries, propane tanks, used motor oil, antifreeze, oil-based paint, tires",37.6772442,-77.56464919999999,562920,Open Everyday 7:30 a.m. - 7:00 p.m.,Yes,Free,Free for residents,No,
Belman Road Recycling Center,"1200 Belman Road, Fredericksburg, Virginia, 22401",Virginia,,(540) 658-5279,,https://www.fredericksburgva.gov/462/Belman-Road-Recycling-Center,Municipal Recycling,Public Drop-off Center,"Single-stream recycling, lithium batteries, automotive and equipment batteries, motor oil, antifreeze, cooking oil, appliances, scrap metal, small engines, electronic waste, plastic bags, textiles, fruit and vegetable scraps",38.2860519,-77.4642422,562920,"Monday-Friday: 8 a.m. - 4:00 p.m., Saturday and Sunday: 8 a.m. - 3 p.m.",Yes,Free,Free for residents,No,
Greenwood Convenience Center,"801 Greenwood Rd., Winchester, Virginia, 22602",Virginia,,,,https://www.fcva.us/departments/public-works/recycling/citizens-convenience-centers,Municipal Recycling,Public Drop-off Center,Household refuse and recyclables,39.1695473,-78.1209106,562920,"7 a.m. to 6 p.m. daily (closed Wednesdays, Sundays 10 a.m. - 3 p.m.)",Yes,Free,Free for residents,No,
Airport Road Recycling & Transfer Station (ARTS),"10700 Minuteman Drive, Everett, WA 98204, Washington",Washington,,(425) 388-3425,,https://snohomishcountywa.gov/465/Facility-Locations,Municipal Recycling,Public Drop-off Center,"Cardboard, Mixed Paper, Glass Bottles & Jars, Plastic Bottles & Jugs, Aluminum & Tin Cans",47.8996323,-122.2677825,562920,7 days a week - 7 a.m. to 4:30 p.m.,Yes,Free,Free for residents,No,
North County Recycling & Transfer Station (NCRTS),"19600 63rd Avenue NE, Arlington, WA 98223, Washington",Washington,,(425) 388-3425,,https://snohomishcountywa.gov/465/Facility-Locations,Municipal Recycling,Public Drop-off Center,"Cardboard, Mixed Paper, Glass Bottles & Jars, Plastic Bottles & Jugs, Aluminum & Tin Cans",48.1748229,-122.1474609,562920,7 days a week - 7 a.m. to 4:30 p.m.,Yes,Free,Free for residents,No,
Southwest Recycling & Transfer Station (SWRTS),"21311 61st Place West, Mountlake Terrace, WA 98043, Washington",Washington,,(425) 388-3425,,https://snohomishcountywa.gov/465/Facility-Locations,Municipal Recycling,Public Drop-off Center,"Cardboard, Mixed Paper, Glass Bottles & Jars, Plastic Bottles & Jugs, Aluminum & Tin Cans",47.80490589999999,-122.3154883,562920,7 days a week - 7 a.m. to 4:30 p.m.,Yes,Free,Free for residents,No,
